,Author,Institute,LAT,LON,topic,Name
0,6170f781faad3d5fe1840987,Ecole Nationale d'Ingénieurs de Sfax,50.13053355,8.692333113901654,5,Imen Barraj
1,616e5c60c7c18e3fffa5c826,Norwegian University of Science and Technology,63.40868325,10.468908740551136,3,Nicola Paltrinieri
2,616968b9ebc123114ad46372,University of Maribor,46.5592325,15.643293707372823,5,Marko Ferme
3,616a8669c05869807e3d806e,Shanghai Martime University,52.133874000000006,9.975707211202376,5,Daofang Chang
4,614b46a56b8ee4b71c58ac23,Universitat Politècnica de Catalunya,41.22144745,1.7301449113565364,5,Ferran Sabate
5,614d61760804e12d1c7013fc,Harvard University,42.36790855,-71.12678237443698,7,Javier Vidal-García
6,616cfff6bc0da65919e10870,University of Silesia in Katowice,50.26083925,19.029024442109545,7,Qilin Zhang
7,616c15e1ebae6822626e8b75,University of Strathclyde,55.8618812,-4.241956565778082,6,Francesco Marchetti
8,616576df3fcba441cd8d3d62,"University of California, Berkeley",37.86865795,-122.25593425935196,7,Jacob Lubliner
9,6165786e3fcba441cd8d3d81,National Institute of Technology Jalandhar,31.39571075,75.5357675438753,7,Arunangshu Mukhopadhyay
10,61647945f22d557b7db76cad,Stanford University,37.43131385,-122.16936535498309,7,Santiago Segarra
11,6165910572ea003be11269f8,Umm Al-Qura University,21.324832,39.94488207871171,7,Hasan Assaedi
12,614ef36269122247088abacf,Coventry University London,51.5174192,-0.0776409,6,Seb Paheerathan
13,614ec910d0dc68a07122f759,Vanderbilt University,36.14380105,-86.80281889095295,6,R. Taylor
14,616e8fa9459866e7805c38fa,"Rajah Serfoji Govt. College, Tanjavur, Bharathidasan University,",40.5453765,-3.6949577655963672,6,Gnana JAYANTHI Joseph
15,616dc89af0242c09a42790ef,State Grid Electric Power Research Institute,40.0387975,116.3414176,6,Sumi Na
16,6161cc20386cdfedf60a7842,University of Liverpool,53.40724285,-2.965833661018871,0,Olga Anosova
17,61732d6e2bcf31b677b5bc04,Technische Universität München,48.149554550000005,11.56775314178376,0,Bernhard Stegmaier
18,616dfec9efce095c7b2f696c,"Queen Mary, University of London",51.5247272,-0.0393103466301624,4,Antonio Munjiza
19,616f0c48eb972c9a73aac1c2,European Molecular Biology Laboratory,49.38517905,8.709941940462343,4,Philipp Hoess
20,61545bc603ae222d72712208,University of Petroleum & Energy Studies,30.41761,77.96826770771668,4,Anita Gehlot
21,61683d746c7d162629633daf,Lovely Professional University,31.2534351,75.70328488932432,4,Busireddy Guru Saran Reddy
22,616cef758b2fa90321ea287a,Åbo Akademi University,60.4534537,22.279428758718588,4,Christer Carlsson
23,6169b1dacb036a08e93a07ad,Intel,42.3816751,-71.5536469958275,4,Neha Pathapati
24,61514dfe78dfda7a654c46d1,Central University of Rajasthan,26.6276045,75.02880205008827,4,Sujeet Singh
25,6168abbe1aae4d3e7d75404a,UNSW Sydney,-33.91759905,151.23126344172402,4,Karel Charvat Jr
26,6152f056334a3750bfa60059,U. S. Department of Homeland Security,38.9390565,-77.0845735,4,Ahed Hani Ibrahim Almsaiden
27,616b50814602cc92ba163932,Russian Academy of Sciences,55.73892335,37.6213296401768,6,Elena Nikitina
28,6153621520220aa64969ff6f,University of Alberta,53.52682,-113.5244937350756,6,Maryam Amin
29,616db418f0242c09a4278fa8,Fraunhofer Institute for Applied Information Technology FIT,50.7495014,7.2035954,7,Ali Mortazavi
30,6151543578dfda7a654c4743,Cubica Technology,30.76046215,76.76632840129732,7,G.T. Morgan
31,6171f433935198f065db785f,Stockholm University,59.3633336,18.05879425982729,7,J.K. Kavitha
32,615173ae0fc4ccaaa2ef0076,Hochschule Düsseldorf,49.2058428,18.75534390778926,5,Klaus Herfurth
33,614c5bb80a236166770e4852,Lawrence Berkeley National Laboratory,37.87695875,-122.2456302731104,5,Brian Austin
34,61696fecebc123114ad463ee,None,44.933143,7.540121,5,Itay Arbel
35,614d4653c67f8666a0c43a62,Innopolis University,55.7537907,48.74322580842036,0,Seung Gyu Kim
36,6173aad6e8b09786dc913174,Columbia University,40.8176657,-73.95851439291599,0,Z. Wu
37,616dd400431d505da6eb4ce5,Wellcome Sanger Institute,52.0794415,0.184668955582173,0,Jean Y H Yang
38,616aef1aa30ca48df2b8dc3b,Babraham Institute,52.1338603,0.2039204,0,Krishna Tiwari
39,616af898a46f284bc5044c19,Private Pädagogische Hochschule der Diözese Linz,45.7050819,126.6076854,0,Miguel A. Vallejo
40,61507e5923cb9775d4a9d4bf,Queen's University,44.22634715,-76.49573928588319,6,Joseph Y Nashed
41,616e6cd4f0018774a9f55ce0,University of Utah,40.7628137,-111.8368719136826,4,Kwan-Liu Ma
42,616fe640d592e27c0c9968da,Trinity College,52.20689025,0.115112925889413,4,Jacek Kibiłda
43,6166cbdba3657366e54e2faf,Università degli Studi di Bari Aldo Moro,41.0941837,16.852162659061193,1,Francesco Signorelli
44,614c62bd0a236166770e48da,Rice University,29.71679145,-95.40478113393792,1,Jonathon Anderson
45,6167e45162eb5bffb634c591,Universiti Sains Malaysia,5.3574322500000005,100.3035504121383,1,Zhanxiang Chai
46,6169a6ed0c6e508f7cdd5b4f,University of Washington Seattle,47.6543466,-122.3080605947304,1,Ermal Rrapaj
47,6151bb34068ac1fdca3d09be,Ryerson University,43.6583244,-79.37892515687948,6,Ataollah Taleghani
48,614c9f97ae1dc2e5d3db171f,Nottingham Trent University,52.91163995,-1.1866026147428088,6,Thomas Stanton
49,6152aa9b6413e534684006bc,Huazhong University of Science and Technology,30.52021715,114.41184627402748,6,Luo Siming
50,6153e36b19828ea85ed7a275,Brock University,43.11773335,-79.24985676039368,6,Jessica Blythe
51,616f31c1df772f7fea5004fd,Harbin Engineering University,45.77488965,126.67648259445164,6,Wang Yongkui
52,616f3207df772f7fea500502,Jakarta State University,53.9175688,27.59453149296919,6,Valery D Shemelin
53,615009025f993818b0233dfd,Università degli Studi dell'Insubria,45.81429595,8.827388746926989,6,Simone Tini
54,6167ee989a34137442138316,Jahangirnagar University,23.88040065,90.2723424396649,6,M. Shamim Kaiser
55,6173189f433bca8b3818c431,Ministry of Transportation,45.30552175,-75.91573090991596,6,Vivek Sharma
56,614e9d5355bb90eee5113a6e,Yamaguchi University,34.1480761,131.4686776285103,3,Alex Mathew
57,616c0ed5ebae6822626e8ad4,Purdue University,40.43002715,-86.92641792444294,3,Luke N. Dillard
58,61722b0ae5d6b0fdaf0f15ef,Fraunhofer Institute for Open Communication Systems FOKUS,52.5260727,13.3142839,3,Mohammed Asim
59,616401f6af2ed3d8e36a37f6,Indian Institute of Petroleum (IIP),43.3190538,11.3331018,3,Samir K. Maity
60,61729aac59d9fc3b79b072ec,KTH Royal Institute of Technology,59.2016758,17.6203201,0,Mihhail Matskin
61,6154aef62116ae81374ceef0,Cracow University of Economics,41.6920738,-8.8347199,0,Jurij Renkas
62,615097dbdd77338c4792b2ff,University of Malaga,36.72312445,-4.449654826804728,6,David Morales Jimenez
63,614dd13e657811d8b0da147d,NYU Tandon School of Engineering,40.6946918,-73.982965,2,Riyaj Shamsudeen
64,614c970eae1dc2e5d3db1688,Stanford University,37.43131385,-122.16936535498309,2,Jean-Marc Patenaude and
65,616ffba78dd1c770298a6f7c,INRS,-34.6083456,-58.40260415,8,Anastasios N. Venetsanopoulos
66,616af340a30ca48df2b8dc7e,University of Calcutta,22.52630715,88.363219477422,8,Jan Barciszewski
67,616805e1b3e2860f4b311d98,University of Illinois at Chicago,41.8689223,-87.64858476010119,4,Anil Camci
68,61658e6972ea003be11269d6,Gdansk University of Technology,54.37076635,18.617426615146385,6,Tomasz Mikulski
69,615069676e701bf08b1b563d,Lomonosov Moscow State University,55.7055406,37.5360595,6,Alexander Musorin
70,616e515fa078c1f7d62be19d,National Central University,24.96841805,121.1913969610046,6,Jui-Wen Pan
71,61698868f6ac605a64697787,Carnegie Mellon University,40.4441897,-79.94271918393466,4,Mateusz Olszewski
72,61670032b1398381b367f297,Stony Brook University,40.9098832,-73.1215495,4,Huamin Qu
73,615494d2e97a629785f89fc0,University of Haripur,50.2901018,18.67681342897426,4,Sajid Fiaz
74,6165af85790282318c1ec1c2,Stanford University,37.43131385,-122.16936535498309,6,Markus W. Covert
75,614fe26296fccec11411b54c,University of Wisconsin–Madison,43.080274450000005,-89.43095871991434,6,David S. Evans
76,616ad848c2f3d3fe6cd5ecdc,Danish Hydraulic Institute (DHI),40.9872715,29.052936181618115,6,Lars Boye Hansen
77,616491eb8e6e3adce4d246a4,RCC Institute of Technology,43.6967859,-79.3958496,6,Arindam Mondal
78,6151fadc696c7947ccc4c35d,Universität der Bundeswehr München,48.07663125,11.635973603248262,7,Ulrike Lechner
79,61649ade8e6e3adce4d2472f,Università degli Studi di Milano-Bicocca,45.51835415,9.213947198774823,7,Paolo Berta
80,6172778a4b01cd4f14cd7a05,"Vietnam National University, Ho Chi Minh City",10.87205595,106.79578108871866,7,Khai Tran Dinh
81,6173b63de8b09786dc913244,Norwegian University of Life Sciences (NMBU),59.66787395,10.761734362929673,5,Thore Egeland
82,61517c7a0fc4ccaaa2ef00e6,University of Oxford,51.75254605,-1.2143299631547009,3,Douglas Stebila
83,6169bd0a1b970aa26c69c120,City University of Seattle,47.6177084,-122.3444624,3,Tanya Scalia
84,61658ea572ea003be11269da,Poznan University of Technology,52.39427025,16.918130386528922,3,Wojciech Szwabiński
85,614c634e0a236166770e48e8,Imperial College London,51.4989595,-0.1756412597879449,3,Harmit Raval
86,614f386dec7756533f1dc36a,Harvard University,42.36790855,-71.12678237443698,4,Stuart Marshall Bender
87,61648fc18e6e3adce4d24682,Université d'Artois,50.2835005,2.793543924296204,4,Frederic Koriche
88,616fbe5485e5f4c72c328f00,Texas A&M University,30.6108618,-96.35206061388456,4,T.G. Brutch
89,6171847ac6c51f32b22eda47,Brunel University London,51.5326092,-0.4740498907267291,4,John Cosmas
90,61732f752bcf31b677b5bc2d,Zhejiang University,30.2963793,120.0720629,4,Peng Wang
91,616fcd5f738d6484b70a4b8c,Ivane Javakhishvili Tbilisi State University,41.7104935,44.77837174055192,4,R. Zaridze
92,6152384cc288cc4da5ee2e80,Universidade Federal de São Carlos,-21.98344225,-47.880664441067765,8,Ingrid V. Machado
